# FILE  FILTER  TILE  DITHER  SKY_LEVEL  FWHM  EXPTIME
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t7_d5_z.fits    z    7    5    8792.4    6.8    400.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t7_d6_z.fits    z    7    6    8589.3    6.1    400.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t7_d7_z.fits    z    7    7    8664.9    5.7    400.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t7_d8_z.fits    z    7    8    8737.2    6.2    400.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t7_d9_z.fits    z    7    9    8610.2    5.9    400.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t7_d10_z.fits    z    7    10    8791.4    5.9    400.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t2_d1_z.fits    z    2    1    8707.3    6.0    400.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t2_d3_z.fits    z    2    3    8690.5    6.7    400.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t2_d4_z.fits    z    2    4    8748.9    6.4    400.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t2_d5_z.fits    z    2    5    8873.4    6.4    400.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t2_d6_z.fits    z    2    6    9500.8    6.4    400.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t2_d7_z.fits    z    2    7    10017.5    6.7    400.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t2_d10_z.fits    z    2    10    9630.7    6.3    400.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t1_d1_z.fits    z    1    1    17096.3    5.6    400.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t1_d2_z.fits    z    1    2    21619.8    5.1    400.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t1_d3_z.fits    z    1    3    24682.1    5.4    400.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t1_d4_z.fits    z    1    4    24898.7    5.8    400.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t2_d12_z.fits    z    2    12    21613.1    5.4    400.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t3_d1_z.fits    z    3    1    21769.7    5.0    400.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t3_d2_z.fits    z    3    2    15249.7    5.1    400.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t3_d3_z.fits    z    3    3    14944.5    5.7    400.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t3_d4_z.fits    z    3    4    13928.0    5.8    400.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t3_d5_z.fits    z    3    5    10604.9    5.5    400.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t5_d1_z.fits    z    5    1    14797.8    4.6    200.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t5_d2_z.fits    z    5    2    14247.4    4.8    200.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t5_d3_z.fits    z    5    3    14856.5    4.9    200.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t5_d4_z.fits    z    5    4    16273.6    5.3    200.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t5_d5_z.fits    z    5    5    14978.6    4.5    200.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t5_d6_z.fits    z    5    6    15638.2    4.2    200.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t5_d7_z.fits    z    5    7    17754.7    4.0    200.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t5_d8_z.fits    z    5    8    17214.1    4.0    200.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t5_d9_z.fits    z    5    9    17085.3    4.5    200.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t5_d10_z.fits    z    5    10    17118.5    4.9    200.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t4_d14_z.fits    z    4    14    9219.1    4.6    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t4_d15_z.fits    z    4    15    9046.0    5.2    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t4_d16_z.fits    z    4    16    9645.9    6.2    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t4_d17_z.fits    z    4    17    8718.1    6.5    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t4_d18_z.fits    z    4    18    9551.4    5.5    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t4_d19_z.fits    z    4    19    9865.9    5.1    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t4_d20_z.fits    z    4    20    9724.9    5.2    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t4_d21_z.fits    z    4    21    10354.4    5.5    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t4_d22_z.fits    z    4    22    9991.6    6.4    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t4_d24_z.fits    z    4    24    10399.2    6.5    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t4_d25_z.fits    z    4    25    11720.7    6.3    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t4_d26_z.fits    z    4    26    11212.1    6.7    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t1_d5_i.fits    i    1    5    17925.1    6.8    600.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t1_d6_i.fits    i    1    6    23697.7    5.8    600.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t2_d3_i.fits    i    2    3    21114.7    5.9    300.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t2_d4_i.fits    i    2    4    15620.3    5.9    300.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t2_d5_i.fits    i    2    5    21673.1    6.0    300.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t3_d1_i.fits    i    3    1    13802.9    5.8    300.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t3_d2_i.fits    i    3    2    11191.4    6.6    300.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t3_d3_i.fits    i    3    3    20797.4    5.2    300.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t3_d4_i.fits    i    3    4    17691.1    5.5    300.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t4_d1_i.fits    i    4    1    5867.4    6.2    300.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t4_d2_i.fits    i    4    2    5249.0    6.1    300.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t4_d3_i.fits    i    4    3    4949.4    6.4    300.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t4_d4_i.fits    i    4    4    5236.8    6.8    300.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t4_d5_i.fits    i    4    5    5742.1    6.6    300.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t4_d7_i.fits    i    4    7    5684.7    6.7    300.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t4_d8_i.fits    i    4    8    14619.8    5.9    300.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t4_d9_i.fits    i    4    9    10098.9    5.9    300.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t4_d10_i.fits    i    4    10    8719.2    6.0    300.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t4_d11_i.fits    i    4    11    14869.6    6.3    300.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t4_d12_i.fits    i    4    12    16799.8    5.7    300.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t5_d3_i.fits    i    5    3    22480.8    5.7    150.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t5_d6_i.fits    i    5    6    24428.2    5.8    150.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t5_d7_i.fits    i    5    7    21140.3    5.6    150.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t5_d8_i.fits    i    5    8    21390.7    5.3    150.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t5_d9_i.fits    i    5    9    23180.0    5.1    150.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t5_d10_i.fits    i    5    10    22469.5    5.3    150.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t5_d11_i.fits    i    5    11    23018.5    5.3    150.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t5_d12_i.fits    i    5    12    24452.2    5.2    150.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t5_d13_i.fits    i    5    13    22061.0    5.0    150.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t5_d14_i.fits    i    5    14    14496.2    4.5    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t5_d15_i.fits    i    5    15    16124.9    5.1    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t5_d16_i.fits    i    5    16    15602.1    5.0    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t5_d17_i.fits    i    5    17    13372.8    5.1    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t5_d18_i.fits    i    5    18    12910.2    5.1    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t5_d19_i.fits    i    5    19    13164.5    5.2    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t5_d20_i.fits    i    5    20    13110.3    5.1    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t5_d21_i.fits    i    5    21    11778.4    4.9    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t6_d1_i.fits    i    6    1    13442.9    4.9    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t6_d2_i.fits    i    6    2    13187.4    5.2    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t6_d3_i.fits    i    6    3    13148.3    5.8    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t6_d4_i.fits    i    6    4    14073.7    5.5    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t6_d5_i.fits    i    6    5    12580.7    5.6    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t6_d6_i.fits    i    6    6    12952.4    6.1    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t6_d7_i.fits    i    6    7    12364.8    6.0    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t6_d8_i.fits    i    6    8    12335.4    5.4    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t6_d9_i.fits    i    6    9    12128.4    5.6    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t6_d10_i.fits    i    6    10    12636.2    6.0    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t6_d11_i.fits    i    6    11    13567.7    6.2    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t6_d12_i.fits    i    6    12    13031.3    6.5    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t6_d13_i.fits    i    6    13    12235.4    6.1    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t6_d14_i.fits    i    6    14    13425.7    5.9    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t6_d15_i.fits    i    6    15    13971.3    6.5    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t6_d16_i.fits    i    6    16    13322.2    6.2    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t6_d17_i.fits    i    6    17    12381.2    5.5    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t6_d18_i.fits    i    6    18    10847.3    5.9    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t6_d19_i.fits    i    6    19    11152.5    5.3    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t6_d20_i.fits    i    6    20    10073.4    5.1    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t7_d1_i.fits    i    7    1    6809.3    5.1    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t7_d2_i.fits    i    7    2    7327.1    5.0    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t7_d3_i.fits    i    7    3    7482.3    5.0    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t7_d4_i.fits    i    7    4    8270.7    4.9    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t7_d5_i.fits    i    7    5    8683.3    4.6    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t7_d6_i.fits    i    7    6    8254.5    4.7    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t6_d21_i.fits    i    6    21    8612.7    4.7    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t6_d22_i.fits    i    6    22    7576.7    5.2    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t6_d23_i.fits    i    6    23    8816.5    5.1    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t6_d24_i.fits    i    6    24    10277.6    5.0    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t6_d25_i.fits    i    6    25    8226.7    5.2    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t6_d26_i.fits    i    6    26    7547.3    4.9    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t6_d27_i.fits    i    6    27    7696.8    4.7    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t6_d28_i.fits    i    6    28    7861.3    5.0    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t6_d29_i.fits    i    6    29    8763.5    5.6    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t6_d30_i.fits    i    6    30    9572.0    5.4    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t6_d31_i.fits    i    6    31    7549.1    5.5    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t6_d32_i.fits    i    6    32    8731.3    5.9    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t6_d33_i.fits    i    6    33    8964.4    5.6    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t6_d34_i.fits    i    6    34    11919.9    5.8    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t6_d35_i.fits    i    6    35    11546.3    5.4    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t6_d36_i.fits    i    6    36    10865.7    5.5    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t6_d37_i.fits    i    6    37    10363.1    5.2    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t6_d38_i.fits    i    6    38    10820.0    5.6    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t6_d39_i.fits    i    6    39    11014.0    5.9    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t6_d40_i.fits    i    6    40    8458.9    5.9    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t6_d41_i.fits    i    6    41    9323.2    5.8    100.0
/Volumes/Data2/Magellanic_stream/DECam/20140909/pipeline/images/magellanic_stream_t6_d42_i.fits    i    6    42    7526.4    5.6    100.0
/Volumes/Data2/Magellanic_stream/DECam/20141017/pipeline/images/magellanic_stream_t7_d1_g.fits    g    7    1    563.9    4.7    600.0
/Volumes/Data2/Magellanic_stream/DECam/20141017/pipeline/images/magellanic_stream_t9_d1_g.fits    g    9    1    557.7    4.7    600.0
